% Test data set generated from "nursery"
% 
% Space: 8640+ (66.7%)  4320- (33.3%)
% Test.: 1728+ (66.7%)  864- (33.3%)

@relation nursery

@attribute Parents {pretentious,greatpret,usual}
@attribute Hasnurs {critical,verycrit,lessproper,proper,improper}
@attribute Form {incomplete,foster,completed,complete}
@attribute Children {1,3,more,2}
@attribute Housing {critical,lessconv,convenient}
@attribute Finance {inconv,convenient}
@attribute Social {problematic,nonprob,slightlyprob}
@attribute Health {priority,notrecom,recommended}
@attribute Class {1,0}

@data
greatpret,proper,completed,2,critical,convenient,problematic,priority,1
greatpret,improper,incomplete,3,critical,convenient,problematic,recommended,1
usual,critical,complete,1,lessconv,convenient,slightlyprob,priority,1
greatpret,improper,complete,3,lessconv,convenient,slightlyprob,recommended,1
usual,critical,foster,2,lessconv,inconv,slightlyprob,recommended,1
usual,proper,complete,3,critical,inconv,nonprob,priority,1
greatpret,proper,incomplete,more,convenient,inconv,nonprob,priority,1
pretentious,proper,foster,3,lessconv,convenient,nonprob,recommended,1
greatpret,critical,complete,more,critical,inconv,nonprob,priority,1
usual,verycrit,incomplete,more,convenient,convenient,problematic,recommended,1
pretentious,improper,complete,3,critical,convenient,problematic,recommended,1
pretentious,critical,foster,2,critical,convenient,slightlyprob,recommended,1
greatpret,proper,incomplete,2,critical,convenient,problematic,priority,1
pretentious,lessproper,complete,3,lessconv,inconv,problematic,priority,1
usual,lessproper,incomplete,more,convenient,inconv,slightlyprob,priority,1
pretentious,lessproper,incomplete,2,critical,convenient,problematic,priority,1
greatpret,improper,completed,1,critical,inconv,problematic,recommended,1
greatpret,critical,foster,2,convenient,convenient,problematic,priority,1
pretentious,improper,foster,2,critical,convenient,nonprob,recommended,1
greatpret,improper,completed,2,convenient,convenient,problematic,priority,1
usual,verycrit,completed,more,convenient,convenient,slightlyprob,priority,1
usual,proper,foster,2,critical,convenient,nonprob,priority,1
greatpret,critical,completed,more,lessconv,convenient,slightlyprob,recommended,1
pretentious,lessproper,complete,3,convenient,inconv,nonprob,recommended,1
pretentious,improper,foster,2,lessconv,convenient,slightlyprob,recommended,1
greatpret,improper,incomplete,3,convenient,convenient,slightlyprob,priority,1
pretentious,lessproper,completed,1,critical,convenient,problematic,priority,1
pretentious,proper,completed,1,critical,convenient,nonprob,recommended,1
usual,critical,completed,3,convenient,inconv,problematic,recommended,1
greatpret,verycrit,incomplete,more,lessconv,convenient,problematic,recommended,1
usual,critical,incomplete,3,lessconv,convenient,nonprob,priority,1
pretentious,critical,completed,3,lessconv,convenient,slightlyprob,recommended,1
usual,proper,complete,more,lessconv,convenient,slightlyprob,priority,1
usual,verycrit,completed,3,lessconv,inconv,problematic,notrecom,0
greatpret,improper,complete,2,critical,convenient,problematic,notrecom,0
pretentious,improper,complete,1,convenient,inconv,problematic,notrecom,0
pretentious,improper,complete,1,lessconv,convenient,slightlyprob,notrecom,0
greatpret,lessproper,incomplete,2,lessconv,inconv,nonprob,notrecom,0
pretentious,improper,complete,2,lessconv,convenient,nonprob,notrecom,0
pretentious,improper,foster,1,convenient,inconv,problematic,notrecom,0
pretentious,verycrit,complete,2,critical,convenient,problematic,notrecom,0
pretentious,lessproper,foster,more,critical,convenient,problematic,notrecom,0
usual,verycrit,complete,more,convenient,inconv,slightlyprob,notrecom,0
greatpret,lessproper,incomplete,2,critical,convenient,nonprob,notrecom,0
pretentious,lessproper,foster,1,lessconv,convenient,nonprob,notrecom,0
usual,critical,incomplete,more,convenient,convenient,slightlyprob,notrecom,0
greatpret,critical,complete,3,convenient,convenient,problematic,notrecom,0
greatpret,critical,complete,3,critical,inconv,slightlyprob,notrecom,0
greatpret,lessproper,foster,2,lessconv,inconv,nonprob,notrecom,0
greatpret,proper,complete,2,critical,inconv,slightlyprob,notrecom,0
usual,verycrit,completed,3,critical,inconv,problematic,notrecom,0
usual,critical,foster,more,convenient,inconv,problematic,notrecom,0
greatpret,verycrit,completed,more,critical,inconv,problematic,notrecom,0
usual,improper,completed,more,lessconv,convenient,nonprob,notrecom,0
pretentious,proper,foster,2,convenient,convenient,problematic,notrecom,0
pretentious,improper,foster,3,convenient,convenient,nonprob,notrecom,0
pretentious,lessproper,incomplete,3,convenient,convenient,slightlyprob,notrecom,0
usual,improper,completed,2,lessconv,inconv,nonprob,notrecom,0
usual,critical,foster,3,convenient,convenient,slightlyprob,notrecom,0
greatpret,proper,incomplete,more,convenient,inconv,slightlyprob,notrecom,0
usual,critical,completed,2,critical,inconv,slightlyprob,notrecom,0
usual,lessproper,completed,3,critical,inconv,problematic,notrecom,0
usual,lessproper,completed,3,critical,convenient,nonprob,notrecom,0
pretentious,improper,incomplete,1,convenient,convenient,problematic,notrecom,0
usual,verycrit,completed,2,lessconv,inconv,nonprob,notrecom,0
greatpret,critical,complete,more,critical,convenient,slightlyprob,notrecom,0
greatpret,verycrit,incomplete,1,convenient,inconv,problematic,notrecom,0
greatpret,improper,foster,1,convenient,convenient,slightlyprob,notrecom,0
greatpret,proper,completed,3,convenient,convenient,slightlyprob,notrecom,0
pretentious,lessproper,complete,3,convenient,inconv,nonprob,notrecom,0
pretentious,critical,completed,2,critical,convenient,slightlyprob,notrecom,0
pretentious,verycrit,complete,3,lessconv,convenient,nonprob,notrecom,0
usual,lessproper,completed,2,lessconv,inconv,nonprob,notrecom,0
usual,verycrit,foster,2,critical,inconv,nonprob,notrecom,0
greatpret,proper,completed,1,critical,inconv,problematic,notrecom,0
greatpret,critical,complete,3,critical,convenient,nonprob,notrecom,0
pretentious,lessproper,foster,1,convenient,inconv,slightlyprob,notrecom,0
usual,improper,complete,3,lessconv,convenient,slightlyprob,notrecom,0
pretentious,improper,incomplete,3,lessconv,inconv,slightlyprob,notrecom,0
greatpret,verycrit,foster,3,critical,inconv,nonprob,notrecom,0
pretentious,proper,completed,more,lessconv,convenient,nonprob,notrecom,0
pretentious,critical,foster,3,convenient,convenient,slightlyprob,notrecom,0
pretentious,improper,foster,1,critical,inconv,slightlyprob,notrecom,0
greatpret,verycrit,foster,more,critical,convenient,slightlyprob,notrecom,0
pretentious,critical,complete,3,convenient,convenient,nonprob,notrecom,0
greatpret,improper,completed,2,convenient,inconv,slightlyprob,notrecom,0
usual,improper,incomplete,1,critical,inconv,problematic,notrecom,0
usual,improper,complete,1,critical,convenient,problematic,notrecom,0
greatpret,lessproper,foster,1,convenient,inconv,slightlyprob,notrecom,0
usual,verycrit,foster,more,lessconv,inconv,nonprob,notrecom,0
usual,critical,complete,3,convenient,inconv,slightlyprob,notrecom,0
greatpret,improper,foster,1,lessconv,inconv,problematic,notrecom,0
pretentious,improper,completed,3,lessconv,inconv,nonprob,notrecom,0
greatpret,critical,incomplete,2,critical,convenient,nonprob,notrecom,0
usual,verycrit,incomplete,3,critical,inconv,problematic,notrecom,0
pretentious,lessproper,incomplete,2,critical,inconv,problematic,notrecom,0
pretentious,critical,incomplete,2,convenient,inconv,problematic,notrecom,0
greatpret,proper,incomplete,2,lessconv,inconv,problematic,notrecom,0
pretentious,improper,incomplete,1,critical,inconv,problematic,notrecom,0
pretentious,critical,incomplete,1,critical,convenient,slightlyprob,notrecom,0
pretentious,improper,foster,3,convenient,convenient,problematic,notrecom,0
usual,verycrit,complete,1,convenient,inconv,problematic,notrecom,0
greatpret,proper,incomplete,2,convenient,inconv,problematic,notrecom,0
usual,verycrit,incomplete,more,convenient,inconv,nonprob,notrecom,0
usual,critical,complete,1,lessconv,convenient,nonprob,notrecom,0
greatpret,lessproper,incomplete,1,critical,convenient,nonprob,notrecom,0
pretentious,proper,completed,3,critical,inconv,slightlyprob,notrecom,0
usual,verycrit,completed,3,lessconv,convenient,nonprob,notrecom,0
usual,critical,completed,2,convenient,convenient,problematic,notrecom,0
greatpret,verycrit,complete,1,critical,convenient,slightlyprob,notrecom,0
pretentious,proper,foster,1,lessconv,convenient,slightlyprob,notrecom,0
greatpret,verycrit,foster,2,lessconv,inconv,nonprob,notrecom,0
greatpret,lessproper,complete,more,critical,inconv,problematic,notrecom,0
pretentious,critical,foster,more,lessconv,inconv,problematic,notrecom,0
pretentious,proper,foster,3,lessconv,convenient,slightlyprob,notrecom,0
usual,proper,incomplete,3,critical,inconv,nonprob,notrecom,0
pretentious,verycrit,completed,1,critical,inconv,slightlyprob,notrecom,0
pretentious,lessproper,incomplete,more,lessconv,inconv,nonprob,notrecom,0
greatpret,verycrit,complete,2,lessconv,inconv,nonprob,notrecom,0
greatpret,proper,incomplete,1,lessconv,convenient,slightlyprob,notrecom,0
usual,critical,complete,more,convenient,convenient,problematic,notrecom,0
greatpret,proper,foster,more,critical,inconv,problematic,notrecom,0
pretentious,lessproper,complete,1,convenient,convenient,slightlyprob,notrecom,0
greatpret,lessproper,completed,2,lessconv,convenient,problematic,notrecom,0
usual,lessproper,foster,more,lessconv,inconv,nonprob,notrecom,0
pretentious,lessproper,completed,2,critical,inconv,slightlyprob,notrecom,0
greatpret,improper,incomplete,more,convenient,inconv,slightlyprob,notrecom,0
pretentious,lessproper,completed,3,lessconv,inconv,slightlyprob,notrecom,0
greatpret,proper,incomplete,3,critical,convenient,slightlyprob,notrecom,0
pretentious,verycrit,complete,2,critical,convenient,nonprob,notrecom,0
usual,lessproper,incomplete,2,convenient,convenient,slightlyprob,notrecom,0
pretentious,verycrit,completed,1,critical,inconv,problematic,notrecom,0
pretentious,verycrit,incomplete,more,convenient,convenient,slightlyprob,notrecom,0
greatpret,critical,complete,more,lessconv,convenient,problematic,notrecom,0
usual,improper,foster,3,lessconv,inconv,slightlyprob,notrecom,0
usual,verycrit,incomplete,more,lessconv,convenient,problematic,notrecom,0
pretentious,critical,incomplete,1,convenient,inconv,slightlyprob,notrecom,0
pretentious,verycrit,complete,3,lessconv,inconv,nonprob,notrecom,0
pretentious,proper,foster,more,lessconv,inconv,problematic,notrecom,0
pretentious,critical,complete,more,critical,convenient,slightlyprob,notrecom,0
pretentious,lessproper,complete,more,critical,inconv,problematic,notrecom,0
usual,proper,foster,3,critical,inconv,nonprob,notrecom,0
pretentious,verycrit,complete,1,lessconv,convenient,slightlyprob,notrecom,0
pretentious,lessproper,complete,3,critical,inconv,problematic,notrecom,0
greatpret,verycrit,incomplete,3,convenient,inconv,problematic,notrecom,0
pretentious,critical,completed,more,critical,inconv,slightlyprob,notrecom,0
pretentious,verycrit,completed,2,convenient,inconv,slightlyprob,notrecom,0
greatpret,verycrit,incomplete,1,lessconv,inconv,nonprob,notrecom,0
greatpret,proper,foster,1,convenient,inconv,nonprob,notrecom,0
usual,proper,complete,more,lessconv,convenient,slightlyprob,notrecom,0
pretentious,critical,foster,3,critical,inconv,problematic,notrecom,0
pretentious,proper,completed,3,convenient,convenient,problematic,notrecom,0
greatpret,lessproper,completed,2,critical,inconv,problematic,notrecom,0
greatpret,lessproper,complete,3,critical,convenient,problematic,notrecom,0
pretentious,improper,foster,1,convenient,inconv,nonprob,notrecom,0
greatpret,improper,foster,3,convenient,inconv,slightlyprob,notrecom,0
greatpret,verycrit,completed,2,lessconv,convenient,problematic,notrecom,0
greatpret,improper,foster,more,convenient,convenient,slightlyprob,notrecom,0
greatpret,improper,incomplete,3,convenient,inconv,nonprob,notrecom,0
pretentious,improper,incomplete,3,critical,inconv,problematic,notrecom,0
pretentious,proper,completed,more,convenient,inconv,problematic,notrecom,0
usual,critical,complete,3,lessconv,inconv,slightlyprob,notrecom,0
greatpret,verycrit,foster,more,lessconv,inconv,nonprob,notrecom,0
usual,improper,foster,1,convenient,inconv,problematic,notrecom,0
pretentious,critical,completed,2,lessconv,inconv,problematic,notrecom,0
pretentious,improper,complete,1,convenient,convenient,problematic,notrecom,0
pretentious,proper,complete,2,convenient,convenient,problematic,notrecom,0
usual,improper,foster,1,critical,convenient,problematic,notrecom,0
usual,critical,complete,2,critical,inconv,nonprob,notrecom,0
pretentious,critical,incomplete,more,convenient,inconv,slightlyprob,notrecom,0
pretentious,proper,incomplete,3,lessconv,inconv,slightlyprob,notrecom,0
greatpret,critical,completed,1,convenient,convenient,nonprob,notrecom,0
pretentious,proper,incomplete,3,critical,convenient,problematic,notrecom,0
usual,lessproper,incomplete,3,convenient,convenient,problematic,notrecom,0
greatpret,critical,completed,2,lessconv,convenient,slightlyprob,notrecom,0
pretentious,critical,completed,1,critical,convenient,nonprob,notrecom,0
usual,verycrit,complete,2,critical,convenient,problematic,notrecom,0
usual,improper,incomplete,3,lessconv,inconv,nonprob,notrecom,0
pretentious,lessproper,foster,1,critical,convenient,slightlyprob,notrecom,0
pretentious,lessproper,incomplete,more,critical,convenient,problematic,notrecom,0
greatpret,lessproper,complete,more,convenient,convenient,slightlyprob,notrecom,0
pretentious,proper,completed,3,critical,inconv,nonprob,notrecom,0
greatpret,lessproper,complete,more,critical,convenient,problematic,notrecom,0
usual,lessproper,completed,1,lessconv,convenient,slightlyprob,notrecom,0
usual,proper,completed,1,lessconv,inconv,nonprob,notrecom,0
greatpret,lessproper,completed,3,critical,inconv,slightlyprob,notrecom,0
greatpret,lessproper,incomplete,2,lessconv,convenient,problematic,notrecom,0
usual,verycrit,complete,3,lessconv,convenient,slightlyprob,notrecom,0
greatpret,critical,completed,3,convenient,convenient,problematic,notrecom,0
pretentious,improper,incomplete,more,lessconv,convenient,problematic,notrecom,0
greatpret,improper,complete,3,lessconv,convenient,slightlyprob,notrecom,0
usual,verycrit,complete,1,lessconv,inconv,nonprob,notrecom,0
usual,lessproper,completed,more,critical,convenient,slightlyprob,notrecom,0
